name,id,author,source,sourcetype,separator,supported_TA_name,supported_TA_version,supported_TA_url,description
Windows Event Log Security 4769,358d5520-f40b-4fa2-b799-966c030cb731,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs Kerberos service ticket requests, including details about the requesting user, target service, and client IP address."
Windows Event Log Security 4771,418debbb-adf3-48ec-9efd-59d45f8861e5,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs failed Kerberos pre-authentication attempts, including details about the user account, client IP, and failure reason."
Windows Event Log Security 4776,1da9092a-c795-4a26-ace8-d43855524e96,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs NTLM authentication attempts, including details about the account name, authentication status, and the originating workstation."
Windows Event Log Security 4781,9732ffe7-ebce-4557-865c-1725a0f633cb,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs changes made to the name of a computer account, including the old and new names and the user performing the action."
Windows Event Log Security 4783,6b945150-785c-49a1-b705-56b42215630b,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4783
Windows Event Log Security 4790,1cc6ecbb-af04-432b-a224-02c65243ac88,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4790
Windows Event Log Security 4794,ec7da74f-274a-4bde-aa0e-15c68aca0426,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs attempts to set the Directory Services Restore Mode (DSRM) administrator password, including details about the account name and the user performing the action."
Windows Event Log Security 4798,29e97f72-eb2e-400e-b0c9-81277547e43b,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs an enumeration of local group membership on a system, including details about the groups queried and the account performing the action."
Windows Event Log Security 4876,4a78722a-9cd9-44e8-b010-dffad5c7f170,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the result of a cryptographic operation, including details about the key, algorithm used, and whether the operation succeeded or failed."
Windows Event Log Security 4886,c5abd97d-b468-451f-bd65-b4f97efa4ecc,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the deletion of a cryptographic key container, including details about the key container name and the user performing the action."
Windows Event Log Security 4887,994c7b19-a623-4231-9818-f00e453b9a75,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs cryptographic operations performed by a Windows system, including details about the certificate or key used and the operation type."
Windows Event Log Security 4946,d7dafd01-a22d-4b05-b793-7571ef1fa789,"Teoderick Contreras, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4946
Windows Event Log Security 4947,63d4a2fa-a7dc-46d2-b702-54794e1f4d3c,"Teoderick Contreras, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4947
Windows Event Log Security 4948,910032df-4e49-42fe-a611-d4c29557d83a,"Teoderick Contreras, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log Security 4948
Windows Event Log Security 5136,7ba3737e-231e-455d-824e-cd077749f835,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs modifications made to an Active Directory object, including details about the object name, type, and the changes applied."
Windows Event Log Security 5137,64ed7bb1-9c3c-4355-ac08-b506ec3b053e,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the creation of a new Active Directory object, including details about the object name, type, and the user performing the action."
Windows Event Log Security 5140,93e0ca09-e4b8-4da6-872a-d0127c4d2b22,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs access to a network share, including details about the user, share path, and the access type."
Windows Event Log Security 5141,eafb35fa-f034-4be3-8508-d9173a73c0a1,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the deletion of an Active Directory object, including details about the object name, type, and the user performing the action."
Windows Event Log Security 5145,0746479b-7b82-4d7e-8811-0b35da00f798,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs detailed information about access to a network share, including the user, share path, accessed file, and access permissions."
Windows Event Log System 104,577b9b41-6b37-44c4-9016-3d890b909050,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log System 104
Windows Event Log System 4720,f01d4758-05c8-4ac4-a9a5-33500dd5eb6c,"Patrick Bareiss, Splunk",XmlWinEventLog:System,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the creation of a new user account, including details about the account name, associated domain, and the account performing the action."
Windows Event Log System 4726,05e6b2df-b50e-441b-8ac8-565f2e80d62f,"Patrick Bareiss, Splunk",XmlWinEventLog:System,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the deletion of a user account, including details about the account name, associated domain, and the account performing the action."
Windows Event Log System 4728,4549f0ac-3df9-4bfb-bea5-1459690c8040,"Patrick Bareiss, Splunk",XmlWinEventLog:System,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the addition of a user to a security-enabled group, including details about the group name, user account, and associated domain."
Windows Event Log System 7036,a6e9b34f-1507-4fa1-a4ba-684d1b676a34,"Patrick Bareiss, Splunk",XmlWinEventLog:System,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs state changes of a Windows service, including details about the service name and its new state (e.g., started or stopped)."
Windows Event Log System 7040,91738e9e-d112-41c9-b91b-e5868d8993d9,"Patrick Bareiss, Splunk",XmlWinEventLog:System,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs changes to the start type of a Windows service, including details about the service name, old start type, and new start type."
Windows Event Log System 7045,614dedc8-8a14-4393-ba9b-6f093cbcd293,"Patrick Bareiss, Splunk",XmlWinEventLog:System,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the successful installation of a new Windows service, including details about the service name, executable path, and service type."
Windows Event Log TaskScheduler 200,f8c777f8-e88a-4bba-ae8a-79b250212f23,"Patrick Bareiss, Splunk",WinEventLog:Microsoft-Windows-TaskScheduler/Operational,wineventlog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs the successful registration of a new scheduled task in Windows Task Scheduler, including task details and configurations."
Windows Event Log TaskScheduler 201,4c09ae64-01cd-4b65-8221-20f803b0d86e,"Bhavin Patel, Splunk",XmlWinEventLog:Security,XmlWinEventLog,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for Windows Event Log TaskScheduler 201
Windows IIS,469335b3-b6ad-49e2-bbe6-47e15c1464a7,"Patrick Bareiss, Splunk",IIS:Configuration:Operational,IIS:Configuration:Operational,EventID,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs changes to IIS server configuration, including updates to settings, modules, authentication methods, and site bindings."
Windows IIS 29,1d99ddd7-7fec-4dea-bf4f-1f4906142328,"Patrick Bareiss, Splunk",IIS:Configuration:Operational,IIS:Configuration:Operational,EventID,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs modifications to IIS server authentication settings, including updates to client certificate requirements and authentication methods."
Zeek Conn,01dff429-9c29-4181-87ae-ea19cde20031,"Patrick Bareiss, Splunk",bro:conn:json,bro:conn:json,,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,Data source object for Zeek connection logs
